protein1 protein2 combined_score
9606.ENSP00000000412 9606.ENSP00000402935 211
9606.ENSP00000000412 9606.ENSP00000355651 222
9606.ENSP00000000412 9606.ENSP00000416097 376
9606.ENSP00000000412 9606.ENSP00000494750 165
9606.ENSP00000000412 9606.ENSP00000337675 336
9606.ENSP00000000412 9606.ENSP00000358474 155
9606.ENSP00000000412 9606.ENSP00000377700 272
9606.ENSP00000000412 9606.ENSP00000295087 154
9606.ENSP00000000412 9606.ENSP00000356918 307
9606.ENSP00000000412 9606.ENSP00000433681 292
9606.ENSP00000000412 9606.ENSP00000318821 351
9606.ENSP00000000412 9606.ENSP00000308430 242
9606.ENSP00000000412 9606.ENSP00000469035 235
9606.ENSP00000000412 9606.ENSP00000300692 405
9606.ENSP00000000412 9606.ENSP00000337731 150
9606.ENSP00000000412 9606.ENSP00000225719 570
9606.ENSP00000000412 9606.ENSP00000325919 159
9606.ENSP00000000412 9606.ENSP00000218516 222
9606.ENSP00000000412 9606.ENSP00000256858 200
9606.ENSP00000000412 9606.ENSP00000345656 181
9606.ENSP00000000412 9606.ENSP00000355265 163
9606.ENSP00000000412 9606.ENSP00000309376 178
9606.ENSP00000000412 9606.ENSP00000497690 153
9606.ENSP00000000412 9606.ENSP00000356920 242
9606.ENSP00000000412 9606.ENSP00000243298 499
9606.ENSP00000000412 9606.ENSP00000231368 191
9606.ENSP00000000412 9606.ENSP00000261842 171
9606.ENSP00000000412 9606.ENSP00000256637 548
9606.ENSP00000000412 9606.ENSP00000489674 315
9606.ENSP00000000412 9606.ENSP00000302413 181
9606.ENSP00000000412 9606.ENSP00000383563 192
9606.ENSP00000000412 9606.ENSP00000258145 535
9606.ENSP00000000412 9606.ENSP00000354850 318
9606.ENSP00000000412 9606.ENSP00000299138 407
9606.ENSP00000000412 9606.ENSP00000300935 238
9606.ENSP00000000412 9606.ENSP00000263847 271
9606.ENSP00000000412 9606.ENSP00000363458 500
9606.ENSP00000000412 9606.ENSP00000481314 241
9606.ENSP00000000412 9606.ENSP00000478887 154
9606.ENSP00000000412 9606.ENSP00000366998 277
9606.ENSP00000000412 9606.ENSP00000272322 581
9606.ENSP00000000412 9606.ENSP00000472469 231
9606.ENSP00000000412 9606.ENSP00000257904 169
9606.ENSP00000000412 9606.ENSP00000263354 534
9606.ENSP00000000412 9606.ENSP00000374443 189
9606.ENSP00000000412 9606.ENSP00000221957 872
9606.ENSP00000000412 9606.ENSP00000261889 469
9606.ENSP00000000412 9606.ENSP00000324560 156
9606.ENSP00000000412 9606.ENSP00000311430 165
9606.ENSP00000000412 9606.ENSP00000377148 596
9606.ENSP00000000412 9606.ENSP00000490083 157
9606.ENSP00000000412 9606.ENSP00000360108 516
9606.ENSP00000000412 9606.ENSP00000260746 204
9606.ENSP00000000412 9606.ENSP00000318318 240
9606.ENSP00000000412 9606.ENSP00000381098 215
9606.ENSP00000000412 9606.ENSP00000376345 221
9606.ENSP00000001008 9606.ENSP00000053468 217
9606.ENSP00000001008 9606.ENSP00000309591 211
9606.ENSP00000001008 9606.ENSP00000215567 323
9606.ENSP00000001008 9606.ENSP00000217386 220
9606.ENSP00000001008 9606.ENSP00000177742 158
9606.ENSP00000001008 9606.ENSP00000299767 463
9606.ENSP00000001008 9606.ENSP00000280346 241
9606.ENSP00000001008 9606.ENSP00000378191 223
9606.ENSP00000001008 9606.ENSP00000495672 231
9606.ENSP00000001008 9606.ENSP00000498991 198
9606.ENSP00000001008 9606.ENSP00000381266 168
9606.ENSP00000001008 9606.ENSP00000417401 165
9606.ENSP00000001008 9606.ENSP00000396441 171
9606.ENSP00000001008 9606.ENSP00000498321 206
9606.ENSP00000001008 9606.ENSP00000291295 613
9606.ENSP00000001008 9606.ENSP00000268053 189
9606.ENSP00000001008 9606.ENSP00000404079 151
9606.ENSP00000001008 9606.ENSP00000439444 471
9606.ENSP00000001008 9606.ENSP00000258930 208
9606.ENSP00000001008 9606.ENSP00000223364 192
9606.ENSP00000001008 9606.ENSP00000337501 163
9606.ENSP00000001008 9606.ENSP00000379457 191
9606.ENSP00000001008 9606.ENSP00000380321 198
9606.ENSP00000001008 9606.ENSP00000292896 453
9606.ENSP00000001008 9606.ENSP00000355924 174
9606.ENSP00000001008 9606.ENSP00000311857 271
9606.ENSP00000001008 9606.ENSP00000371101 168
9606.ENSP00000001008 9606.ENSP00000359693 153
9606.ENSP00000001008 9606.ENSP00000399376 163
9606.ENSP00000001008 9606.ENSP00000356438 195
9606.ENSP00000001008 9606.ENSP00000269571 263
9606.ENSP00000001008 9606.ENSP00000274606 243
9606.ENSP00000001008 9606.ENSP00000380697 422
9606.ENSP00000001008 9606.ENSP00000499751 156
9606.ENSP00000001008 9606.ENSP00000257863 270
9606.ENSP00000001008 9606.ENSP00000339467 151
9606.ENSP00000001008 9606.ENSP00000430432 270
9606.ENSP00000001008 9606.ENSP00000299300 306
9606.ENSP00000001008 9606.ENSP00000361066 316
9606.ENSP00000001008 9606.ENSP00000357721 155
9606.ENSP00000001008 9606.ENSP00000359688 268
9606.ENSP00000001008 9606.ENSP00000374152 237
9606.ENSP00000001008 9606.ENSP00000327213 499
9606.ENSP00000001008 9606.ENSP00000384863 160
9606.ENSP00000001008 9606.ENSP00000274400 152
9606.ENSP00000001008 9606.ENSP00000498336 153
9606.ENSP00000001008 9606.ENSP00000469613 188
9606.ENSP00000001008 9606.ENSP00000418447 336
9606.ENSP00000001008 9606.ENSP00000221399 191
9606.ENSP00000001008 9606.ENSP00000297990 197
9606.ENSP00000001008 9606.ENSP00000386717 187
9606.ENSP00000001008 9606.ENSP00000478212 238
9606.ENSP00000001008 9606.ENSP00000490225 233
9606.ENSP00000001008 9606.ENSP00000356520 205
9606.ENSP00000001008 9606.ENSP00000338990 259
9606.ENSP00000001008 9606.ENSP00000346001 248
9606.ENSP00000001008 9606.ENSP00000358421 154
9606.ENSP00000001008 9606.ENSP00000366519 177
9606.ENSP00000001008 9606.ENSP00000241436 273
9606.ENSP00000001008 9606.ENSP00000330247 153
9606.ENSP00000001008 9606.ENSP00000363089 155
9606.ENSP00000001008 9606.ENSP00000356548 156
9606.ENSP00000001008 9606.ENSP00000367623 251
9606.ENSP00000001008 9606.ENSP00000422037 209
9606.ENSP00000001008 9606.ENSP00000309572 167
9606.ENSP00000001008 9606.ENSP00000244230 162
9606.ENSP00000001008 9606.ENSP00000378332 152
9606.ENSP00000001008 9606.ENSP00000345917 164
9606.ENSP00000001008 9606.ENSP00000485638 472
9606.ENSP00000001008 9606.ENSP00000216455 202
9606.ENSP00000001008 9606.ENSP00000416338 178
9606.ENSP00000001008 9606.ENSP00000274140 183
9606.ENSP00000001008 9606.ENSP00000296464 398
9606.ENSP00000001008 9606.ENSP00000296043 151
9606.ENSP00000001008 9606.ENSP00000354871 300
9606.ENSP00000001008 9606.ENSP00000497221 157
9606.ENSP00000001008 9606.ENSP00000499044 174
9606.ENSP00000001008 9606.ENSP00000410746 248
9606.ENSP00000001008 9606.ENSP00000406463 541
9606.ENSP00000001008 9606.ENSP00000303222 151
9606.ENSP00000001008 9606.ENSP00000378690 192
9606.ENSP00000001008 9606.ENSP00000289371 151
9606.ENSP00000001008 9606.ENSP00000364119 162
9606.ENSP00000001008 9606.ENSP00000350369 151
9606.ENSP00000001008 9606.ENSP00000216727 256
9606.ENSP00000001008 9606.ENSP00000411355 193
9606.ENSP00000001008 9606.ENSP00000342778 219
9606.ENSP00000001008 9606.ENSP00000361423 193
9606.ENSP00000001008 9606.ENSP00000336831 277
9606.ENSP00000001008 9606.ENSP00000287322 206
9606.ENSP00000001008 9606.ENSP00000261942 191
9606.ENSP00000001008 9606.ENSP00000403982 179
9606.ENSP00000001008 9606.ENSP00000498577 283
9606.ENSP00000001008 9606.ENSP00000258772 175
9606.ENSP00000001008 9606.ENSP00000311760 205
9606.ENSP00000001008 9606.ENSP00000261643 151
9606.ENSP00000001008 9606.ENSP00000319664 351
9606.ENSP00000001008 9606.ENSP00000467024 169
9606.ENSP00000001008 9606.ENSP00000258198 512
9606.ENSP00000001008 9606.ENSP00000378324 285
9606.ENSP00000001008 9606.ENSP00000442920 162
9606.ENSP00000001008 9606.ENSP00000342850 264
9606.ENSP00000001008 9606.ENSP00000262186 417
9606.ENSP00000001008 9606.ENSP00000425634 156
9606.ENSP00000001008 9606.ENSP00000255631 492
9606.ENSP00000001008 9606.ENSP00000449270 173
9606.ENSP00000001008 9606.ENSP00000358160 174
9606.ENSP00000001008 9606.ENSP00000252622 267
9606.ENSP00000001008 9606.ENSP00000324856 233
9606.ENSP00000001008 9606.ENSP00000268802 163
9606.ENSP00000001008 9606.ENSP00000286788 250
9606.ENSP00000001008 9606.ENSP00000215832 457
9606.ENSP00000001008 9606.ENSP00000317992 331
9606.ENSP00000001008 9606.ENSP00000351646 979
9606.ENSP00000001008 9606.ENSP00000342056 187
9606.ENSP00000001008 9606.ENSP00000301329 164
9606.ENSP00000001008 9606.ENSP00000449026 169
9606.ENSP00000001008 9606.ENSP00000361383 219
9606.ENSP00000001008 9606.ENSP00000419425 653
9606.ENSP00000001008 9606.ENSP00000325929 207
9606.ENSP00000001008 9606.ENSP00000378830 232
9606.ENSP00000001008 9606.ENSP00000347626 262
9606.ENSP00000001008 9606.ENSP00000248553 572
9606.ENSP00000001008 9606.ENSP00000328269 158
9606.ENSP00000001008 9606.ENSP00000359799 252
9606.ENSP00000001008 9606.ENSP00000356541 217
9606.ENSP00000001008 9606.ENSP00000484841 181
9606.ENSP00000001008 9606.ENSP00000377721 199
9606.ENSP00000001008 9606.ENSP00000257570 176
9606.ENSP00000001008 9606.ENSP00000484634 171
9606.ENSP00000001008 9606.ENSP00000258821 168
9606.ENSP00000001008 9606.ENSP00000229771 191
9606.ENSP00000001008 9606.ENSP00000341743 165
9606.ENSP00000001008 9606.ENSP00000332454 233
9606.ENSP00000001008 9606.ENSP00000367208 436
9606.ENSP00000001008 9606.ENSP00000246957 469
9606.ENSP00000001008 9606.ENSP00000318297 375
9606.ENSP00000001008 9606.ENSP00000265960 221
9606.ENSP00000001008 9606.ENSP00000434412 174
9606.ENSP00000001008 9606.ENSP00000419851 224
9606.ENSP00000001008 9606.ENSP00000254846 154
9606.ENSP00000001008 9606.ENSP00000266643 188
9606.ENSP00000001008 9606.ENSP00000325690 153
9606.ENSP00000001008 9606.ENSP00000400433 216
9606.ENSP00000001008 9606.ENSP00000361232 198
9606.ENSP00000001008 9606.ENSP00000424765 207
9606.ENSP00000001008 9606.ENSP00000318195 206
9606.ENSP00000001008 9606.ENSP00000292586 154
9606.ENSP00000001008 9606.ENSP00000270625 194
9606.ENSP00000001008 9606.ENSP00000329967 150
9606.ENSP00000001008 9606.ENSP00000381981 182
9606.ENSP00000001008 9606.ENSP00000477310 446
9606.ENSP00000001008 9606.ENSP00000395772 153
9606.ENSP00000001008 9606.ENSP00000011473 311
9606.ENSP00000001008 9606.ENSP00000463027 152
9606.ENSP00000001008 9606.ENSP00000359393 174
9606.ENSP00000001008 9606.ENSP00000471896 474
9606.ENSP00000001008 9606.ENSP00000262265 335
9606.ENSP00000001008 9606.ENSP00000494277 200
9606.ENSP00000001008 9606.ENSP00000270538 405
9606.ENSP00000001008 9606.ENSP00000360316 287
9606.ENSP00000001008 9606.ENSP00000498228 187
9606.ENSP00000001008 9606.ENSP00000369071 691
9606.ENSP00000001008 9606.ENSP00000358151 204
9606.ENSP00000001008 9606.ENSP00000402338 385
9606.ENSP00000001008 9606.ENSP00000376077 261
9606.ENSP00000001008 9606.ENSP00000296930 210
9606.ENSP00000001008 9606.ENSP00000247970 268
9606.ENSP00000001008 9606.ENSP00000484998 173
9606.ENSP00000001008 9606.ENSP00000403932 192
9606.ENSP00000001008 9606.ENSP00000216797 337
9606.ENSP00000001008 9606.ENSP00000481834 192
9606.ENSP00000001008 9606.ENSP00000253107 193
9606.ENSP00000001008 9606.ENSP00000295025 485
9606.ENSP00000001008 9606.ENSP00000319052 192
9606.ENSP00000001008 9606.ENSP00000250784 172
9606.ENSP00000001008 9606.ENSP00000442053 200
9606.ENSP00000001008 9606.ENSP00000313050 258
9606.ENSP00000001008 9606.ENSP00000361446 158
9606.ENSP00000001008 9606.ENSP00000451291 185
9606.ENSP00000001008 9606.ENSP00000456218 182
9606.ENSP00000001008 9606.ENSP00000381588 196
9606.ENSP00000001008 9606.ENSP00000315130 186
9606.ENSP00000001008 9606.ENSP00000252506 158
9606.ENSP00000001008 9606.ENSP00000484644 186
9606.ENSP00000001008 9606.ENSP00000369689 623
9606.ENSP00000001008 9606.ENSP00000250495 217
9606.ENSP00000001008 9606.ENSP00000416269 271
9606.ENSP00000001008 9606.ENSP00000363384 203
9606.ENSP00000001008 9606.ENSP00000311513 226
9606.ENSP00000001008 9606.ENSP00000371253 165
9606.ENSP00000001008 9606.ENSP00000404381 152
9606.ENSP00000001008 9606.ENSP00000325312 179
9606.ENSP00000001008 9606.ENSP00000245934 231
9606.ENSP00000001008 9606.ENSP00000339479 156
9606.ENSP00000001008 9606.ENSP00000366999 180
9606.ENSP00000001008 9606.ENSP00000273550 152
9606.ENSP00000001008 9606.ENSP00000311135 150
9606.ENSP00000001008 9606.ENSP00000362208 161
9606.ENSP00000001008 9606.ENSP00000300289 192
9606.ENSP00000001008 9606.ENSP00000460348 200
9606.ENSP00000001008 9606.ENSP00000366330 224
9606.ENSP00000001008 9606.ENSP00000344431 178
9606.ENSP00000001008 9606.ENSP00000229769 173
9606.ENSP00000001008 9606.ENSP00000362334 194
9606.ENSP00000001008 9606.ENSP00000318986 177
9606.ENSP00000001008 9606.ENSP00000414906 411
9606.ENSP00000001008 9606.ENSP00000245539 239
9606.ENSP00000001008 9606.ENSP00000392257 210
9606.ENSP00000001008 9606.ENSP00000346012 173
9606.ENSP00000001008 9606.ENSP00000284727 185
9606.ENSP00000001008 9606.ENSP00000342513 195
9606.ENSP00000001008 9606.ENSP00000478352 158
9606.ENSP00000001008 9606.ENSP00000414982 161
9606.ENSP00000001008 9606.ENSP00000479860 192
9606.ENSP00000001008 9606.ENSP00000223167 192
9606.ENSP00000001008 9606.ENSP00000262746 167
9606.ENSP00000001008 9606.ENSP00000331504 372
9606.ENSP00000001008 9606.ENSP00000296511 150
9606.ENSP00000001008 9606.ENSP00000286175 305
9606.ENSP00000001008 9606.ENSP00000258428 283
9606.ENSP00000001008 9606.ENSP00000250448 560
9606.ENSP00000001008 9606.ENSP00000437256 190
9606.ENSP00000001008 9606.ENSP00000012443 608
9606.ENSP00000001008 9606.ENSP00000499883 177
9606.ENSP00000001008 9606.ENSP00000350815 945
9606.ENSP00000001008 9606.ENSP00000360876 196
9606.ENSP00000001008 9606.ENSP00000293860 159
9606.ENSP00000001008 9606.ENSP00000253023 340
9606.ENSP00000001008 9606.ENSP00000361927 162
9606.ENSP00000001008 9606.ENSP00000314348 185
9606.ENSP00000001008 9606.ENSP00000405620 186
9606.ENSP00000001008 9606.ENSP00000497641 195
9606.ENSP00000001008 9606.ENSP00000305494 152
9606.ENSP00000001008 9606.ENSP00000359596 339
9606.ENSP00000001008 9606.ENSP00000229268 228
9606.ENSP00000001008 9606.ENSP00000302232 174
9606.ENSP00000001008 9606.ENSP00000381216 169
9606.ENSP00000001008 9606.ENSP00000345571 155
9606.ENSP00000001008 9606.ENSP00000348234 328
9606.ENSP00000001008 9606.ENSP00000257627 192
9606.ENSP00000001008 9606.ENSP00000379506 179
9606.ENSP00000001008 9606.ENSP00000256383 194
9606.ENSP00000001008 9606.ENSP00000296509 153
9606.ENSP00000001008 9606.ENSP00000234310 216
9606.ENSP00000001008 9606.ENSP00000339835 272
9606.ENSP00000001008 9606.ENSP00000264716 271
9606.ENSP00000001008 9606.ENSP00000478754 160
9606.ENSP00000001008 9606.ENSP00000340278 211
9606.ENSP00000001008 9606.ENSP00000384719 192
9606.ENSP00000001008 9606.ENSP00000377033 212
9606.ENSP00000001008 9606.ENSP00000262839 624
9606.ENSP00000001008 9606.ENSP00000345347 164
9606.ENSP00000001008 9606.ENSP00000316042 165
9606.ENSP00000001008 9606.ENSP00000444810 972
9606.ENSP00000001008 9606.ENSP00000346027 227
9606.ENSP00000001008 9606.ENSP00000498786 199
9606.ENSP00000001008 9606.ENSP00000307272 284
9606.ENSP00000001008 9606.ENSP00000257829 309
9606.ENSP00000001008 9606.ENSP00000409924 225
9606.ENSP00000001008 9606.ENSP00000360938 235
9606.ENSP00000001008 9606.ENSP00000362688 176
9606.ENSP00000001008 9606.ENSP00000259239 211
9606.ENSP00000001008 9606.ENSP00000380878 275
9606.ENSP00000001008 9606.ENSP00000367024 216
9606.ENSP00000001008 9606.ENSP00000287295 155
9606.ENSP00000001008 9606.ENSP00000496695 151
9606.ENSP00000001008 9606.ENSP00000357980 218
9606.ENSP00000001008 9606.ENSP00000398350 150
9606.ENSP00000001008 9606.ENSP00000355237 158
9606.ENSP00000001008 9606.ENSP00000419782 629
9606.ENSP00000001008 9606.ENSP00000309245 157
9606.ENSP00000001008 9606.ENSP00000386541 250
9606.ENSP00000001008 9606.ENSP00000362463 195
9606.ENSP00000001008 9606.ENSP00000302108 181
9606.ENSP00000001008 9606.ENSP00000416255 154
9606.ENSP00000001008 9606.ENSP00000359645 214
9606.ENSP00000001008 9606.ENSP00000220062 179
9606.ENSP00000001008 9606.ENSP00000387365 224
9606.ENSP00000001008 9606.ENSP00000447942 169
9606.ENSP00000001008 9606.ENSP00000415416 150
9606.ENSP00000001008 9606.ENSP00000496014 174
9606.ENSP00000001008 9606.ENSP00000477848 182
9606.ENSP00000001008 9606.ENSP00000495360 303
9606.ENSP00000001008 9606.ENSP00000480826 174
9606.ENSP00000001008 9606.ENSP00000280190 217
9606.ENSP00000001008 9606.ENSP00000355607 153
9606.ENSP00000001008 9606.ENSP00000308179 162
9606.ENSP00000001008 9606.ENSP00000271732 151
9606.ENSP00000001008 9606.ENSP00000215909 163
9606.ENSP00000001008 9606.ENSP00000346694 172
9606.ENSP00000001008 9606.ENSP00000426983 173
9606.ENSP00000001008 9606.ENSP00000361458 500
9606.ENSP00000001008 9606.ENSP00000261303 171
9606.ENSP00000001008 9606.ENSP00000339145 197
9606.ENSP00000001008 9606.ENSP00000355599 227
9606.ENSP00000001008 9606.ENSP00000225298 189
9606.ENSP00000001008 9606.ENSP00000268712 359
9606.ENSP00000001008 9606.ENSP00000313877 220
9606.ENSP00000001008 9606.ENSP00000371858 225
9606.ENSP00000001008 9606.ENSP00000353452 171
9606.ENSP00000001008 9606.ENSP00000303057 497
9606.ENSP00000001008 9606.ENSP00000362413 151
9606.ENSP00000001008 9606.ENSP00000401645 712
9606.ENSP00000001008 9606.ENSP00000307940 225
9606.ENSP00000001008 9606.ENSP00000324173 360
9606.ENSP00000001008 9606.ENSP00000304139 165
9606.ENSP00000001008 9606.ENSP00000493153 280
9606.ENSP00000001008 9606.ENSP00000470560 195
9606.ENSP00000001008 9606.ENSP00000352035 182
9606.ENSP00000001008 9606.ENSP00000306362 266
9606.ENSP00000001008 9606.ENSP00000312617 189
9606.ENSP00000001008 9606.ENSP00000327054 187
9606.ENSP00000001008 9606.ENSP00000366488 276
9606.ENSP00000001008 9606.ENSP00000487365 525
9606.ENSP00000001008 9606.ENSP00000369538 185
9606.ENSP00000001008 9606.ENSP00000405068 180
9606.ENSP00000001008 9606.ENSP00000354842 151
9606.ENSP00000001008 9606.ENSP00000317232 440
9606.ENSP00000001008 9606.ENSP00000411848 183
9606.ENSP00000001008 9606.ENSP00000231238 491
9606.ENSP00000001008 9606.ENSP00000287820 228
9606.ENSP00000001008 9606.ENSP00000304643 623
9606.ENSP00000001008 9606.ENSP00000483356 192
9606.ENSP00000001008 9606.ENSP00000309474 187
9606.ENSP00000001008 9606.ENSP00000264263 194
9606.ENSP00000001008 9606.ENSP00000368927 376
9606.ENSP00000001008 9606.ENSP00000261313 183
9606.ENSP00000001008 9606.ENSP00000258149 156
9606.ENSP00000001008 9606.ENSP00000313581 226
9606.ENSP00000001008 9606.ENSP00000254719 159
9606.ENSP00000001008 9606.ENSP00000484121 154
9606.ENSP00000001008 9606.ENSP00000382595 193
9606.ENSP00000001008 9606.ENSP00000324960 192
9606.ENSP00000001008 9606.ENSP00000315299 622
9606.ENSP00000001008 9606.ENSP00000326806 216
9606.ENSP00000001008 9606.ENSP00000452871 504
9606.ENSP00000001008 9606.ENSP00000314441 168
9606.ENSP00000001008 9606.ENSP00000293255 192
9606.ENSP00000001008 9606.ENSP00000486109 643
9606.ENSP00000001008 9606.ENSP00000222247 281
9606.ENSP00000001008 9606.ENSP00000379256 192
9606.ENSP00000001008 9606.ENSP00000359297 256
9606.ENSP00000001008 9606.ENSP00000259632 405
9606.ENSP00000001008 9606.ENSP00000303766 218
9606.ENSP00000001008 9606.ENSP00000348849 180
9606.ENSP00000001008 9606.ENSP00000408295 160
9606.ENSP00000001008 9606.ENSP00000369927 150
9606.ENSP00000001008 9606.ENSP00000287394 152
9606.ENSP00000001008 9606.ENSP00000267953 642
9606.ENSP00000001008 9606.ENSP00000326267 192
9606.ENSP00000001008 9606.ENSP00000410452 235
9606.ENSP00000001008 9606.ENSP00000357748 163
9606.ENSP00000001008 9606.ENSP00000370968 223
9606.ENSP00000001008 9606.ENSP00000386655 166
9606.ENSP00000001008 9606.ENSP00000438574 153
9606.ENSP00000001008 9606.ENSP00000362576 159
9606.ENSP00000001008 9606.ENSP00000337088 171
9606.ENSP00000001008 9606.ENSP00000332766 420
9606.ENSP00000001008 9606.ENSP00000263774 167
9606.ENSP00000001008 9606.ENSP00000232888 220
9606.ENSP00000001008 9606.ENSP00000408005 162
9606.ENSP00000001008 9606.ENSP00000430945 162
9606.ENSP00000001008 9606.ENSP00000315017 189
9606.ENSP00000001008 9606.ENSP00000216200 198
9606.ENSP00000001008 9606.ENSP00000399968 287
9606.ENSP00000001008 9606.ENSP00000376686 292
9606.ENSP00000001008 9606.ENSP00000296674 150
9606.ENSP00000001008 9606.ENSP00000291458 164
9606.ENSP00000001008 9606.ENSP00000300113 192
9606.ENSP00000001008 9606.ENSP00000254803 196
9606.ENSP00000001008 9606.ENSP00000481697 186
9606.ENSP00000001008 9606.ENSP00000348565 274
9606.ENSP00000001008 9606.ENSP00000355890 196
9606.ENSP00000001008 9606.ENSP00000274255 194
9606.ENSP00000001008 9606.ENSP00000391490 189
9606.ENSP00000001008 9606.ENSP00000293328 180
9606.ENSP00000001008 9606.ENSP00000284981 226
9606.ENSP00000001008 9606.ENSP00000362329 185
9606.ENSP00000001008 9606.ENSP00000499797 192
9606.ENSP00000001008 9606.ENSP00000242257 166
9606.ENSP00000001008 9606.ENSP00000484638 176
9606.ENSP00000001008 9606.ENSP00000329757 190
9606.ENSP00000001008 9606.ENSP00000295897 201
9606.ENSP00000001008 9606.ENSP00000446252 172
9606.ENSP00000001008 9606.ENSP00000339527 293
9606.ENSP00000001008 9606.ENSP00000310129 163
9606.ENSP00000001008 9606.ENSP00000296658 181
9606.ENSP00000001008 9606.ENSP00000286639 205
9606.ENSP00000001008 9606.ENSP00000298283 173
9606.ENSP00000001008 9606.ENSP00000375730 200
9606.ENSP00000001008 9606.ENSP00000375892 563
9606.ENSP00000001008 9606.ENSP00000448054 153
9606.ENSP00000001008 9606.ENSP00000409382 157
9606.ENSP00000001008 9606.ENSP00000448012 300
9606.ENSP00000001008 9606.ENSP00000439250 325
9606.ENSP00000001008 9606.ENSP00000463379 189
9606.ENSP00000001008 9606.ENSP00000309830 223
9606.ENSP00000001008 9606.ENSP00000338862 203
9606.ENSP00000001008 9606.ENSP00000283195 248
9606.ENSP00000001008 9606.ENSP00000358921 491
9606.ENSP00000001008 9606.ENSP00000478255 165
9606.ENSP00000001008 9606.ENSP00000236671 162
9606.ENSP00000001008 9606.ENSP00000437125 942
9606.ENSP00000001008 9606.ENSP00000245255 203
9606.ENSP00000001008 9606.ENSP00000295453 159
9606.ENSP00000001008 9606.ENSP00000345575 169
9606.ENSP00000001008 9606.ENSP00000431800 167
9606.ENSP00000001008 9606.ENSP00000223029 164
9606.ENSP00000001008 9606.ENSP00000498330 192
9606.ENSP00000001008 9606.ENSP00000370521 260
9606.ENSP00000001008 9606.ENSP00000358335 517
9606.ENSP00000001008 9606.ENSP00000309141 183
9606.ENSP00000001008 9606.ENSP00000259708 190
9606.ENSP00000001008 9606.ENSP00000337691 158
9606.ENSP00000001008 9606.ENSP00000499289 483
9606.ENSP00000001008 9606.ENSP00000270225 213
9606.ENSP00000001008 9606.ENSP00000227507 211
9606.ENSP00000001008 9606.ENSP00000265963 197
9606.ENSP00000001008 9606.ENSP00000401197 490
9606.ENSP00000001008 9606.ENSP00000314499 162
9606.ENSP00000001008 9606.ENSP00000318966 177
9606.ENSP00000001008 9606.ENSP00000261047 192
9606.ENSP00000001008 9606.ENSP00000355995 326
9606.ENSP00000001008 9606.ENSP00000272418 203
